Product,category_name,material_type,tensile_strength_mpa,weight_capacity_kg,biodegradability_score,co2_emission_kg_per_kg,recyclability_percent,Material_Cost_INR
Bioplastic Engineered Application Unit,Furniture,Bioplastic,68.15,853.15,13,4.87,96.89,42657.5
Bio-Composite Engineered Application Unit,Electronics,Bio-Composite,674.94,134.44,75,0.22,2.21,6722
Recycled Metal Engineered Application Unit,Electronics,Recycled Metal,291.93,491.2,50,1.34,0.1,24560
Recycled Fiber Engineered Application Unit,Toys,Recycled Fiber,143.89,471.2,3,2.19,45.14,23560
Plant-Based Structural Wall Panel,Construction,Plant-Based,148.1,795.84,28,1.56,83.99,39792
Recycled Plastic Engineered Application Unit,Toys,Recycled Plastic,695.77,233.9,74,1.44,95.09,11695
Agro-Waste Fiber Takeaway Clamshell Box,Food Packaging,Agro-Waste Fiber,136.8,435.17,20,4.56,85.74,21758.5
Bio-Composite Exterior Cladding Panel,Construction,Bio-Composite,868.1,761.29,68,4.92,40.93,38064.5
Plant-Based Engineered Application Unit,Textiles,Plant-Based,804.8,233.8,60,1.08,86.81,11690
Bioplastic Modular Decking Board,Construction,Bioplastic,643.72,564.94,79,2.76,15.92,28247
Agro-Waste Fiber Sterile Injection Syringe,Healthcare,Agro-Waste Fiber,184.13,95.71,7,3.88,84.48,4785.5
Recycled Fiber Engineered Application Unit,Textiles,Recycled Fiber,685.16,628.09,63,1.54,91.18,31404.5
Recycled Metal Engineered Application Unit,Textiles,Recycled Metal,870.79,189.53,14,2.46,11.73,9476.5
Natural Fiber Engineered Application Unit,Toys,Natural Fiber,113.54,687.14,99,2.84,22.55,34357
Biopolymer Engineered Application Unit,Electronics,Biopolymer,145.58,653.26,1,4.01,31.04,32663
Composite Engineered Application Unit,Furniture,Composite,410.24,16.56,17,3.43,39.55,828
Bio-Composite Engineered Application Unit,Furniture,Bio-Composite,877.26,723.28,10,3.51,86.01,36164
Agro-Waste Fiber Engineered Application Unit,Textiles,Agro-Waste Fiber,702.09,44.42,85,3.77,14.59,2221
Bioplastic Thermal Insulation Slab,Construction,Bioplastic,93.41,573.05,78,2.54,61.82,28652.5
Bio-Composite Engineered Application Unit,Toys,Bio-Composite,632.52,561.85,31,4.71,7.24,28092.5
Recycled Fiber Rear Casing Structure,Home Appliances,Recycled Fiber,481.28,883.12,29,0.26,7.86,44156
Composite Engineered Application Unit,Toys,Composite,357.83,137.05,89,3.48,80.06,6852.5
Recycled Fiber Engineered Application Unit,Automotive,Recycled Fiber,180.94,171.65,48,4.76,12.42,8582.5
Agro-Waste Fiber Food Storage Container,Food Packaging,Agro-Waste Fiber,806.7,596.8,72,0.35,54.13,29840
Bioplastic High-Gloss Skincare Tube,Cosmetics,Bioplastic,638.45,871.61,49,3.16,78.34,43580.5
Plant-Based Toothpaste Laminate Tube,Cosmetics,Plant-Based,551.42,486.98,74,4.48,54.76,24349
Biopolymer Printed Ointment Tube,Cosmetics,Biopolymer,735.75,455.06,2,0.3,16.4,22753
Recycled Plastic Eco Cutlery Set,Food Packaging,Recycled Plastic,395.31,726.2,11,1.31,15.95,36310
Recycled Plastic Structural Wall Panel,Construction,Recycled Plastic,784.73,223.12,54,2.4,74.43,11156
Recycled Fiber Engineered Application Unit,Electronics,Recycled Fiber,784.78,436.49,31,2.54,55.54,21824.5
Recycled Plastic High-Gloss Skincare Tube,Cosmetics,Recycled Plastic,647.56,232.31,95,2.76,49.33,11615.5
Recycled Plastic Acoustic Dampening Board,Home Appliances,Recycled Plastic,74.29,406.25,60,0.45,3.07,20312.5
Biopolymer Engineered Application Unit,Automotive,Biopolymer,232.66,465.31,93,4.81,41.59,23265.5
Bioplastic Engineered Application Unit,Textiles,Bioplastic,761.77,630.62,91,1.92,98.76,31531
Recycled Metal Engineered Application Unit,Automotive,Recycled Metal,37.06,867.7,95,2.98,2.94,43385
Agro-Waste Fiber Food Storage Container,Food Packaging,Agro-Waste Fiber,356.57,608.16,78,4.51,42.17,30408
Recycled Metal Engineered Application Unit,Electronics,Recycled Metal,249.87,594.39,11,1.98,46.58,29719.5
Plant-Based Engineered Application Unit,Toys,Plant-Based,752.56,239.61,25,3.61,90.9,11980.5
Composite Engineered Application Unit,Furniture,Composite,162.54,241.36,77,2.61,41.3,12068
Recycled Plastic Engineered Application Unit,Automotive,Recycled Plastic,63.15,439.98,59,2.08,59.29,21999
Recycled Plastic Sterile Injection Syringe,Healthcare,Recycled Plastic,521.89,664.31,69,3.3,31.21,33215.5
Recycled Metal Engineered Application Unit,Furniture,Recycled Metal,359.74,858.7,4,1.69,77.35,42935
Biopolymer Thermal Insulation Slab,Construction,Biopolymer,118.66,969.97,46,1.25,88.37,48498.5
Bioplastic Engineered Application Unit,Textiles,Bioplastic,398.38,334.23,92,1.75,82.89,16711.5
Natural Fiber Engineered Application Unit,Electronics,Natural Fiber,388.37,252.47,42,4.75,25.25,12623.5
Recycled Metal Engineered Application Unit,Toys,Recycled Metal,323.97,382.46,36,1.85,53.35,19123
Plant-Based Sterile Injection Syringe,Healthcare,Plant-Based,703.83,706.86,55,2.97,86.83,35343
Bio-Composite Surgical Instrument Tray,Healthcare,Bio-Composite,186.05,116.36,77,0.38,53.12,5818
Recycled Fiber IV Fluid Connector,Healthcare,Recycled Fiber,843.01,44.15,34,2.32,93.39,2207.5
Agro-Waste Fiber Disposable Serving Bowl,Food Packaging,Agro-Waste Fiber,285.22,509.7,77,3.47,39.74,25485
Recycled Plastic Engineered Application Unit,Electronics,Recycled Plastic,432.43,687.54,97,1.68,97.31,34377
Agro-Waste Fiber Engineered Application Unit,Electronics,Agro-Waste Fiber,522.52,257.95,42,2.5,66.69,12897.5
Bio-Composite Barrier Cream Tube,Cosmetics,Bio-Composite,126.55,34.82,44,0.8,93.98,1741
Biopolymer Thermal Insulation Insert,Home Appliances,Biopolymer,659.88,166.57,84,0.56,67.26,8328.5
Recycled Fiber Engineered Application Unit,Textiles,Recycled Fiber,399.93,868.8,85,1.35,66.16,43440
Recycled Fiber Engineered Application Unit,Furniture,Recycled Fiber,880.79,377.43,29,2.54,61.78,18871.5
Recycled Plastic Rear Casing Structure,Home Appliances,Recycled Plastic,782.15,572.76,75,0.65,79.55,28638
Recycled Plastic Engineered Application Unit,Furniture,Recycled Plastic,826.89,602.61,30,3.33,39.39,30130.5
Recycled Metal Engineered Application Unit,Textiles,Recycled Metal,586.46,111.06,91,0.88,60.5,5553
Bio-Composite Food Storage Container,Food Packaging,Bio-Composite,286.98,867.11,88,4.37,78.24,43355.5
Plant-Based Engineered Application Unit,Automotive,Plant-Based,510.75,739.76,67,3.29,76.52,36988
Recycled Fiber Acoustic Dampening Board,Home Appliances,Recycled Fiber,833.18,440.98,97,3.84,79.78,22049
Bioplastic Fresh Produce Crate,Food Packaging,Bioplastic,392.59,818.75,87,1.55,64.91,40937.5
Plant-Based Dual-Layer Cosmetic Tube,Cosmetics,Plant-Based,296.21,632.06,70,2.86,38.04,31603
Composite Engineered Application Unit,Textiles,Composite,494.1,598.5,95,1.93,22.73,29925
Bio-Composite Engineered Application Unit,Automotive,Bio-Composite,66.8,605.43,77,3.14,46.35,30271.5
Recycled Fiber IV Fluid Connector,Healthcare,Recycled Fiber,342.43,864.02,47,4.25,91.42,43201
Natural Fiber Engineered Application Unit,Furniture,Natural Fiber,732.58,113.37,4,2.05,58.02,5668.5
Recycled Plastic Engineered Application Unit,Automotive,Recycled Plastic,480.71,609.87,47,2.79,74.69,30493.5
Composite Engineered Application Unit,Furniture,Composite,644.23,523.63,20,1.06,0.76,26181.5
Recycled Fiber Engineered Application Unit,Furniture,Recycled Fiber,583.08,898.54,24,3.31,38.01,44927
Bioplastic Engineered Application Unit,Furniture,Bioplastic,178.24,481.79,18,0.6,48.59,24089.5
Natural Fiber Engineered Application Unit,Textiles,Natural Fiber,231.84,288.45,26,4.66,53.23,14422.5
Bioplastic Disposable Serving Bowl,Food Packaging,Bioplastic,523.26,94.18,29,3.61,27.26,4709
Composite Engineered Application Unit,Furniture,Composite,372.78,126.28,74,0.7,85.94,6314
Biopolymer Medical Dose Dispenser,Healthcare,Biopolymer,720,188.66,62,0.62,56.73,9433
Biopolymer Engineered Application Unit,Toys,Biopolymer,231.65,963.11,67,0.53,81.57,48155.5
Natural Fiber Thermal Insulation Insert,Home Appliances,Natural Fiber,336.79,528.87,46,4.76,60.16,26443.5
Recycled Fiber Engineered Application Unit,Electronics,Recycled Fiber,737.45,884.79,8,3.99,64.66,44239.5
Bio-Composite Disposable Serving Bowl,Food Packaging,Bio-Composite,158.12,363.97,41,4.51,35.34,18198.5
Plant-Based Reinforced Roofing Sheet,Construction,Plant-Based,213.95,781.62,49,3.69,85.12,39081
Agro-Waste Fiber Engineered Application Unit,Automotive,Agro-Waste Fiber,604.61,810.48,18,3.16,45.18,40524
Biopolymer Sterile Injection Syringe,Healthcare,Biopolymer,528.36,172.17,98,4.36,47.29,8608.5
Recycled Metal Engineered Application Unit,Automotive,Recycled Metal,482.29,182.55,36,3.25,60.71,9127.5
Agro-Waste Fiber Engineered Application Unit,Furniture,Agro-Waste Fiber,492.48,235.79,77,3.2,5.85,11789.5
Natural Fiber Engineered Application Unit,Electronics,Natural Fiber,128.46,278.17,6,3.51,40.43,13908.5
Agro-Waste Fiber Engineered Application Unit,Textiles,Agro-Waste Fiber,385.95,719.01,74,4.96,12.84,35950.5
Recycled Plastic Eco Cutlery Set,Food Packaging,Recycled Plastic,94.59,725.72,41,4.54,77.26,36286
Recycled Metal Sterile Injection Syringe,Healthcare,Recycled Metal,239.14,647.06,35,1.04,32.34,32353
Bioplastic Engineered Application Unit,Textiles,Bioplastic,204.76,358.22,67,2.27,83.19,17911
Recycled Metal IV Fluid Connector,Healthcare,Recycled Metal,602.97,74.58,31,2.75,88.01,3729
Biopolymer Engineered Application Unit,Automotive,Biopolymer,586.14,535.29,57,1.73,66.95,26764.5
Bioplastic Engineered Application Unit,Furniture,Bioplastic,894.73,663.53,80,4.98,44.64,33176.5
Composite Engineered Application Unit,Electronics,Composite,300.88,582.57,57,4.79,17.53,29128.5
Bioplastic Engineered Application Unit,Furniture,Bioplastic,621.31,204.93,79,2.11,42.27,10246.5
Agro-Waste Fiber Engineered Application Unit,Furniture,Agro-Waste Fiber,739.8,6.23,15,3.36,79.54,311.5
Recycled Fiber Engineered Application Unit,Toys,Recycled Fiber,834.53,238.47,91,4.87,2,11923.5
Bio-Composite Engineered Application Unit,Automotive,Bio-Composite,663.73,769.76,64,4.23,52.1,38488
Plant-Based Engineered Application Unit,Textiles,Plant-Based,561.6,93.68,31,0.73,82.61,4684
Recycled Metal Engineered Application Unit,Textiles,Recycled Metal,704.04,710.2,13,0.68,22.74,35510
Plant-Based Engineered Application Unit,Furniture,Plant-Based,308.17,384,1,4.69,55.38,19200
Plant-Based Laminated Lotion Tube,Cosmetics,Plant-Based,275.67,400,22,4.72,87.33,20000
Recycled Plastic Engineered Application Unit,Electronics,Recycled Plastic,146.43,787.34,14,4.96,85.14,39367
Natural Fiber Engineered Application Unit,Furniture,Natural Fiber,188.45,930.94,41,2.74,62.8,46547
Recycled Fiber Engineered Application Unit,Textiles,Recycled Fiber,607.2,534.82,77,4.05,79,26741
Bioplastic Internal Support Chassis,Home Appliances,Bioplastic,274.91,85.51,20,0.21,15.38,4275.5
Bioplastic Sterile Injection Syringe,Healthcare,Bioplastic,202.03,957.54,81,3.24,82.25,47877
Natural Fiber Engineered Application Unit,Electronics,Natural Fiber,120.14,862.7,35,3.07,13.92,43135
Recycled Plastic Engineered Application Unit,Furniture,Recycled Plastic,808.54,830.19,51,2.56,39.87,41509.5
Plant-Based Diagnostic Cartridge,Healthcare,Plant-Based,132.59,370.7,7,2.44,50.61,18535
Recycled Metal Engineered Application Unit,Toys,Recycled Metal,210.06,84.57,11,4.83,43.25,4228.5
Natural Fiber Engineered Application Unit,Electronics,Natural Fiber,281.32,508.61,17,1.46,85.14,25430.5
Natural Fiber Engineered Application Unit,Furniture,Natural Fiber,1.3,22.6,1,3.29,15.2,1130
Recycled Metal Surgical Instrument Tray,Healthcare,Recycled Metal,56.15,781.86,9,1.14,48.46,39093
Bio-Composite Engineered Application Unit,Furniture,Bio-Composite,679.07,621.4,78,4.92,23.92,31070
Natural Fiber Engineered Application Unit,Textiles,Natural Fiber,128.88,125.78,61,1.4,17.78,6289
Bioplastic Engineered Application Unit,Toys,Bioplastic,622.76,619.96,3,4.98,81.4,30998
Natural Fiber Engineered Application Unit,Textiles,Natural Fiber,554.08,309.72,51,3.31,84.8,15486
Recycled Plastic Engineered Application Unit,Furniture,Recycled Plastic,652.16,793.13,62,2.3,19.46,39656.5
Biopolymer Load-Bearing Partition Board,Construction,Biopolymer,331.62,417.06,13,0.97,38.71,20853
Plant-Based IV Fluid Connector,Healthcare,Plant-Based,867.48,252.34,61,2.46,1.92,12617
Bio-Composite Engineered Application Unit,Automotive,Bio-Composite,234.57,761.49,57,1.03,61.89,38074.5
Bio-Composite Fresh Produce Crate,Food Packaging,Bio-Composite,291.83,835.13,84,1.07,6.46,41756.5
Bio-Composite Dual-Layer Cosmetic Tube,Cosmetics,Bio-Composite,39.33,374.55,59,3.27,49.93,18727.5
Recycled Plastic Engineered Application Unit,Electronics,Recycled Plastic,240.15,153.49,67,4.34,24.35,7674.5
Recycled Metal Engineered Application Unit,Toys,Recycled Metal,586.89,811.63,92,2.03,45.94,40581.5
Recycled Metal High-Gloss Skincare Tube,Cosmetics,Recycled Metal,706.73,892.62,63,3.96,31.54,44631
Composite Toothpaste Laminate Tube,Cosmetics,Composite,619.63,440.42,28,1.47,93.03,22021
Plant-Based Fresh Produce Crate,Food Packaging,Plant-Based,228.5,782.26,27,3.22,65.94,39113
Agro-Waste Fiber Engineered Application Unit,Furniture,Agro-Waste Fiber,805.71,638.49,78,4.46,45.06,31924.5
Composite Engineered Application Unit,Furniture,Composite,794.33,110.17,43,2.61,68.02,5508.5
Recycled Fiber Engineered Application Unit,Furniture,Recycled Fiber,38.46,89.37,42,3.33,80.21,4468.5
Agro-Waste Fiber IV Fluid Connector,Healthcare,Agro-Waste Fiber,95.73,40.39,19,3.71,35.33,2019.5
Biopolymer Engineered Application Unit,Toys,Biopolymer,267.59,352.95,14,4.72,78.38,17647.5
Recycled Metal Rear Casing Structure,Home Appliances,Recycled Metal,320,415.07,4,3.34,76.44,20753.5
Recycled Metal Engineered Application Unit,Toys,Recycled Metal,239.28,25.84,95,2.62,89.89,1292
Bio-Composite Barrier Cream Tube,Cosmetics,Bio-Composite,704.45,231.7,72,1.97,20.57,11585
Agro-Waste Fiber Food Storage Container,Food Packaging,Agro-Waste Fiber,110.13,616.94,77,0.44,95.98,30847
Biopolymer Takeaway Clamshell Box,Food Packaging,Biopolymer,430.95,896.34,9,4.01,29.28,44817
Composite Engineered Application Unit,Automotive,Composite,881.99,603.87,52,4.61,52.08,30193.5
Bio-Composite Fresh Produce Crate,Food Packaging,Bio-Composite,555.23,160.86,9,1.76,92.81,8043
Biopolymer Internal Support Chassis,Home Appliances,Biopolymer,202.93,375.31,58,2.8,38.87,18765.5
Bio-Composite Engineered Application Unit,Toys,Bio-Composite,148.15,277.42,83,0.7,19.75,13871
Recycled Plastic Engineered Application Unit,Electronics,Recycled Plastic,798.35,647.58,98,3.39,31.69,32379
Plant-Based Engineered Application Unit,Textiles,Plant-Based,791.46,262.14,46,1.34,75.5,13107
Composite Engineered Application Unit,Toys,Composite,415.03,842.79,6,0.98,5.39,42139.5
Recycled Plastic Printed Ointment Tube,Cosmetics,Recycled Plastic,288.73,754.42,88,4.69,4.32,37721
Natural Fiber Engineered Application Unit,Furniture,Natural Fiber,149.17,136.07,78,0.55,96.51,6803.5
Natural Fiber Appliance Housing Panel,Home Appliances,Natural Fiber,440.07,154.92,43,3.69,54.22,7746
Bio-Composite Engineered Application Unit,Toys,Bio-Composite,531.72,510.82,62,0.62,15.16,25541
Recycled Fiber Engineered Application Unit,Textiles,Recycled Fiber,85.29,579.29,24,3.83,16.01,28964.5
Recycled Fiber Acoustic Dampening Board,Home Appliances,Recycled Fiber,415.94,14.28,0,3.73,88.15,714
Recycled Metal Engineered Application Unit,Furniture,Recycled Metal,250.83,197.98,63,4.02,20.4,9899
Natural Fiber Dual-Layer Cosmetic Tube,Cosmetics,Natural Fiber,500.02,734.41,90,1.02,35.54,36720.5
Plant-Based Sterile Injection Syringe,Healthcare,Plant-Based,705.63,556.46,85,4.26,84,27823
Recycled Metal Engineered Application Unit,Toys,Recycled Metal,749.58,15.98,33,3.82,67.84,799
Natural Fiber Engineered Application Unit,Automotive,Natural Fiber,680.88,842.76,69,4.4,99.63,42138
Plant-Based Engineered Application Unit,Electronics,Plant-Based,332.11,451.37,19,3.92,21.72,22568.5
Agro-Waste Fiber Engineered Application Unit,Electronics,Agro-Waste Fiber,124.9,664.73,53,3.51,0.32,33236.5
Composite Dual-Layer Cosmetic Tube,Cosmetics,Composite,558.01,358.72,56,2,40.23,17936
Agro-Waste Fiber Barrier Cream Tube,Cosmetics,Agro-Waste Fiber,786.96,512.56,2,0.42,58,25628
Plant-Based Engineered Application Unit,Toys,Plant-Based,505.77,562.86,23,3.41,80.5,28143
Bioplastic Engineered Application Unit,Furniture,Bioplastic,243.57,825.92,48,3.22,14.9,41296
Biopolymer Disposable Serving Bowl,Food Packaging,Biopolymer,626.18,747.2,57,3.57,78.86,37360
Recycled Plastic Reinforced Roofing Sheet,Construction,Recycled Plastic,466.02,443,99,0.7,73.55,22150
Composite Engineered Application Unit,Toys,Composite,213.04,374.56,91,3.7,99.83,18728
Bioplastic Appliance Housing Panel,Home Appliances,Bioplastic,839.87,644.35,16,3.22,49.62,32217.5
Biopolymer Laminated Lotion Tube,Cosmetics,Biopolymer,161.25,687.48,46,4.22,38.38,34374
Bioplastic Motor Support Frame,Home Appliances,Bioplastic,515.11,589.83,60,4.9,16.53,29491.5
Natural Fiber Acoustic Dampening Board,Home Appliances,Natural Fiber,630.53,587.88,69,2.64,29.87,29394
Composite Rear Casing Structure,Home Appliances,Composite,846.67,263,45,1.21,37.69,13150
Recycled Metal Engineered Application Unit,Automotive,Recycled Metal,416.1,483.5,20,2.35,48.3,24175
Recycled Fiber Sterile Injection Syringe,Healthcare,Recycled Fiber,121,85.2,38,2.53,43.69,4260
Recycled Metal Surgical Instrument Tray,Healthcare,Recycled Metal,656.83,766.69,53,1.2,13.13,38334.5
Recycled Metal Thermal Insulation Slab,Construction,Recycled Metal,359.55,923.01,88,4.79,6.9,46150.5
Plant-Based Exterior Cladding Panel,Construction,Plant-Based,52.29,285.78,91,1.45,27.56,14289
Plant-Based Printed Ointment Tube,Cosmetics,Plant-Based,708.63,974.96,15,3.82,44.97,48748
Plant-Based Modular Decking Board,Construction,Plant-Based,699.26,70.04,44,4.28,4.65,3502
Recycled Plastic Engineered Application Unit,Toys,Recycled Plastic,558.11,564.18,20,2.71,41.11,28209
Recycled Plastic Engineered Application Unit,Textiles,Recycled Plastic,313.26,900.33,81,3.69,54.83,45016.5
Agro-Waste Fiber Engineered Application Unit,Toys,Agro-Waste Fiber,116.06,882.72,20,0.36,41.88,44136
Agro-Waste Fiber Toothpaste Laminate Tube,Cosmetics,Agro-Waste Fiber,234.88,732.17,57,4.9,14.5,36608.5
Composite Specimen Collection Container,Healthcare,Composite,652.91,195.23,48,2.37,97.2,9761.5
Bioplastic Internal Support Chassis,Home Appliances,Bioplastic,548.07,352.76,40,0.21,72,17638
Agro-Waste Fiber Engineered Application Unit,Electronics,Agro-Waste Fiber,376.77,93.4,85,2.85,52.34,4670
Biopolymer Engineered Application Unit,Toys,Biopolymer,104.18,860.84,57,2.76,79.17,43042
Natural Fiber Engineered Application Unit,Toys,Natural Fiber,494.41,614.84,69,4.25,42.86,30742
Natural Fiber Toothpaste Laminate Tube,Cosmetics,Natural Fiber,127.72,665.87,56,3.38,46.23,33293.5
Recycled Fiber Engineered Application Unit,Textiles,Recycled Fiber,371.18,652.72,85,1.52,78.7,32636
Plant-Based Modular Decking Board,Construction,Plant-Based,101.63,359.19,98,0.35,78.63,17959.5
Recycled Metal Engineered Application Unit,Electronics,Recycled Metal,182.03,262.33,19,2.77,75.84,13116.5
Plant-Based Engineered Application Unit,Electronics,Plant-Based,678.94,22.86,84,3.33,16.16,1143
